site,plot,treatment,light,X1,year,DOY,hhmm,ss.s,battery_V,CO2_v,CO2_ppm,H2O_v,H2O_ppt,T_panel,T_soil,T_air,X14,X15
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+3.2    ,+11.718 ,+1.9846 ,+396.91,+.53809 ,+8.6095 ,+15.675 ,+14.607 ,+13.605 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+4.2    ,+11.740 ,+1.9776 ,+395.53,+.54191 ,+8.6705 ,+15.675 ,+14.607 ,+13.657 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+5.2    ,+11.745 ,+1.9804 ,+396.08,+.54399 ,+8.7038 ,+15.675 ,+14.607 ,+13.692 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+6.2    ,+11.746 ,+1.9783 ,+395.67,+.54572 ,+8.7316 ,+15.687 ,+14.618 ,+13.738 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+7.2    ,+11.712 ,+1.9797 ,+395.94,+.54780 ,+8.7648 ,+15.687 ,+14.601 ,+13.790 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+8.2    ,+11.632 ,+1.9773 ,+395.46,+.54988 ,+8.7981 ,+15.687 ,+14.601 ,+13.842 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+9.2    ,+11.492 ,+1.9704 ,+394.07,+.55196 ,+8.8314 ,+15.687 ,+14.601 ,+13.859 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+10.2   ,+11.495 ,+1.9756 ,+395.11,+.55543 ,+8.8869 ,+15.687 ,+14.584 ,+13.893 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+11.2   ,+11.500 ,+1.9721 ,+394.42,+.55751 ,+8.9202 ,+15.687 ,+14.601 ,+13.928 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+12.2   ,+11.498 ,+1.9676 ,+393.52,+.55994 ,+8.9590 ,+15.687 ,+14.618 ,+13.962 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+13.2   ,+11.462 ,+1.9749 ,+394.97,+.56236 ,+8.9978 ,+15.687 ,+14.601 ,+14.014 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+14.2   ,+11.470 ,+1.9638 ,+392.75,+.56375 ,+9.0200 ,+15.687 ,+14.584 ,+14.066 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+15.2   ,+11.470 ,+1.9645 ,+392.89,+.56583 ,+9.0533 ,+15.687 ,+14.584 ,+14.101 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+16.2   ,+11.591 ,+1.9658 ,+393.17,+.56930 ,+9.1088 ,+15.687 ,+14.584 ,+14.135 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+17.2   ,+11.584 ,+1.9627 ,+392.55,+.57069 ,+9.1310 ,+15.699 ,+14.596 ,+14.164 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+18.2   ,+11.481 ,+1.9631 ,+392.61,+.57485 ,+9.1975 ,+15.699 ,+14.596 ,+14.199 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+19.2   ,+11.462 ,+1.9631 ,+392.61,+.58039 ,+9.2863 ,+15.699 ,+14.596 ,+14.251 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+20.2   ,+11.583 ,+1.9589 ,+391.78,+.58109 ,+9.2974 ,+15.699 ,+14.596 ,+14.285 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+21.2   ,+11.783 ,+1.9548 ,+390.95,+.58282 ,+9.3251 ,+15.699 ,+14.596 ,+14.320 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+22.2   ,+11.715 ,+1.9586 ,+391.71,+.58386 ,+9.3418 ,+15.699 ,+14.596 ,+14.337 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+23.2   ,+11.629 ,+1.9485 ,+389.70,+.58802 ,+9.4083 ,+15.690 ,+14.587 ,+14.380 ,+0.0000 ,+0.0000
WILL,NA,NA,NA,+120.0  ,+2022.  ,+197.   ,+1118.  ,+24.2   ,+11.723 ,+1.9579 ,+391.57,+.58941 ,+9.4305 ,+15.699 ,+14.596 ,+14.406 ,+0.0000 ,+0.0000
