"Plot Title: MEAD_3T"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10316463, SEN S/N: 10316463)","Good Battery (LGR S/N: 10316463)","Coupler Attached (LGR S/N: 10316463)","Host Connected (LGR S/N: 10316463)","Stopped (LGR S/N: 10316463)","End Of File (LGR S/N: 10316463)"
359,07/04/22 07:30:00  AM,11.236,,,,,
360,07/04/22 07:45:00  AM,12.787,,,,,
361,07/04/22 08:00:00  AM,12.883,,,,,
362,07/04/22 08:15:00  AM,13.461,,,,,
363,07/04/22 08:30:00  AM,14.804,,,,,
364,07/04/22 08:45:00  AM,17.284,,,,,
365,07/04/22 09:00:00  AM,17.950,,,,,
366,07/04/22 09:15:00  AM,18.140,,,,,
367,07/04/22 09:30:00  AM,19.662,,,,,
368,07/04/22 09:45:00  AM,20.138,,,,,
369,07/04/22 10:00:00  AM,19.853,,,,,
370,07/04/22 10:15:00  AM,21.855,,,,,
371,07/04/22 10:30:00  AM,23.484,,,,,
372,07/04/22 10:45:00  AM,24.158,,,,,
373,07/04/22 11:00:00  AM,23.196,,,,,
374,07/04/22 11:15:00  AM,24.158,,,,,
375,07/04/22 11:30:00  AM,23.100,,,,,
376,07/04/22 11:45:00  AM,23.196,,,,,
377,07/04/22 12:00:00  PM,23.004,,,,,
378,07/04/22 12:15:00  PM,21.855,,,,,
379,07/04/22 12:30:00  PM,21.951,,,,,
380,07/04/22 12:45:00  PM,21.664,,,,,
381,07/04/22 01:00:00  PM,21.760,,,,,
382,07/04/22 01:15:00  PM,21.187,,,,,
383,07/04/22 01:30:00  PM,20.234,,,,,
384,07/04/22 01:45:00  PM,19.567,,,,,
385,07/04/22 02:00:00  PM,19.187,,,,,
386,07/04/22 02:15:00  PM,17.094,,,,,
387,07/04/22 02:30:00  PM,16.808,,,,,
388,07/04/22 02:45:00  PM,16.713,,,,,
389,07/04/22 03:00:00  PM,16.903,,,,,
390,07/04/22 03:15:00  PM,17.284,,,,,
391,07/04/22 03:30:00  PM,17.094,,,,,
392,07/04/22 03:45:00  PM,17.094,,,,,
393,07/04/22 04:00:00  PM,16.808,,,,,
394,07/04/22 04:15:00  PM,16.427,,,,,
395,07/04/22 04:30:00  PM,16.141,,,,,
396,07/04/22 04:45:00  PM,15.760,,,,,
397,07/04/22 05:00:00  PM,14.804,,,,,
398,07/04/22 05:15:00  PM,14.900,,,,,
399,07/04/22 05:30:00  PM,14.230,,,,,
400,07/04/22 05:45:00  PM,12.594,,,,,
401,07/04/22 06:00:00  PM,12.497,,,,,
402,07/04/22 06:15:00  PM,12.401,,,,,
403,07/04/22 06:30:00  PM,11.431,,,,,
404,07/04/22 06:45:00  PM,11.625,,,,,
405,07/04/22 07:00:00  PM,11.625,,,,,
406,07/04/22 07:15:00  PM,11.334,,,,,
407,07/04/22 07:30:00  PM,9.472,,,,,
408,07/04/22 07:45:00  PM,8.282,,,,,
409,07/04/22 08:00:00  PM,6.978,,,,,
410,07/04/22 08:15:00  PM,5.347,,,,,
411,07/04/22 08:30:00  PM,6.573,,,,,
412,07/04/22 08:45:00  PM,8.680,,,,,
413,07/04/22 09:00:00  PM,8.481,,,,,
414,07/04/22 09:15:00  PM,7.582,,,,,
415,07/04/22 09:30:00  PM,7.381,,,,,
416,07/04/22 09:45:00  PM,6.573,,,,,
417,07/04/22 10:00:00  PM,7.481,,,,,
418,07/04/22 10:15:00  PM,7.782,,,,,
419,07/04/22 10:30:00  PM,6.573,,,,,
420,07/04/22 10:45:00  PM,6.573,,,,,
421,07/04/22 11:00:00  PM,6.877,,,,,
422,07/04/22 11:15:00  PM,7.682,,,,,
423,07/04/22 11:30:00  PM,7.682,,,,,
424,07/04/22 11:45:00  PM,9.077,,,,,
425,07/05/22 12:00:00  AM,9.373,,,,,
426,07/05/22 12:15:00  AM,9.176,,,,,
427,07/05/22 12:30:00  AM,9.077,,,,,
428,07/05/22 12:45:00  AM,8.481,,,,,
429,07/05/22 01:00:00  AM,8.581,,,,,
430,07/05/22 01:15:00  AM,7.882,,,,,
431,07/05/22 01:30:00  AM,8.182,,,,,
432,07/05/22 01:45:00  AM,7.782,,,,,
433,07/05/22 02:00:00  AM,8.182,,,,,
434,07/05/22 02:15:00  AM,9.866,,,,,
435,07/05/22 02:30:00  AM,10.455,,,,,
436,07/05/22 02:45:00  AM,11.819,,,,,
437,07/05/22 03:00:00  AM,12.304,,,,,
438,07/05/22 03:15:00  AM,13.269,,,,,
439,07/05/22 03:30:00  AM,14.134,,,,,
440,07/05/22 03:45:00  AM,14.325,,,,,
441,07/05/22 04:00:00  AM,15.378,,,,,
442,07/05/22 04:15:00  AM,16.141,,,,,
443,07/05/22 04:30:00  AM,13.654,,,,,
444,07/05/22 04:45:00  AM,13.846,,,,,
445,07/05/22 05:00:00  AM,13.750,,,,,
446,07/05/22 05:15:00  AM,15.664,,,,,
447,07/05/22 05:30:00  AM,17.475,,,,,
448,07/05/22 05:45:00  AM,19.092,,,,,
449,07/05/22 06:00:00  AM,22.812,,,,,
450,07/05/22 06:15:00  AM,22.525,,,,,
451,07/05/22 06:30:00  AM,22.717,,,,,
452,07/05/22 06:45:00  AM,23.966,,,,,
453,07/05/22 07:00:00  AM,25.610,,,,,
454,07/05/22 07:15:00  AM,25.902,,,,,
455,07/05/22 07:30:00  AM,26.683,,,,,
456,07/05/22 07:45:00  AM,26.585,,,,,
457,07/05/22 08:00:00  AM,27.272,,,,,
458,07/05/22 08:15:00  AM,28.060,,,,,
459,07/05/22 08:30:00  AM,28.853,,,,,
460,07/05/22 08:45:00  AM,28.258,,,,,
461,07/05/22 09:00:00  AM,28.456,,,,,
462,07/05/22 09:15:00  AM,28.953,,,,,
463,07/05/22 09:30:00  AM,29.152,,,,,
464,07/05/22 09:45:00  AM,29.452,,,,,
465,07/05/22 10:00:00  AM,28.953,,,,,
466,07/05/22 10:15:00  AM,28.555,,,,,
467,07/05/22 10:30:00  AM,27.370,,,,,
468,07/05/22 10:45:00  AM,27.665,,,,,
469,07/05/22 11:00:00  AM,28.060,,,,,
470,07/05/22 11:15:00  AM,27.272,,,,,
471,07/05/22 11:30:00  AM,25.125,,,,,
472,07/05/22 11:45:00  AM,25.125,,,,,
473,07/05/22 12:00:00  PM,23.004,,,,,
474,07/05/22 12:15:00  PM,22.908,,,,,
475,07/05/22 12:30:00  PM,24.738,,,,,
476,07/05/22 12:45:00  PM,25.028,,,,,
477,07/05/22 01:00:00  PM,23.773,,,,,
478,07/05/22 01:15:00  PM,23.196,,,,,
479,07/05/22 01:30:00  PM,21.951,,,,,
480,07/05/22 01:45:00  PM,21.378,,,,,
481,07/05/22 02:00:00  PM,20.043,,,,,
482,07/05/22 02:15:00  PM,19.853,,,,,
483,07/05/22 02:30:00  PM,20.996,,,,,
484,07/05/22 02:45:00  PM,21.378,,,,,
485,07/05/22 03:00:00  PM,18.806,,,,,
486,07/05/22 03:15:00  PM,18.901,,,,,
487,07/05/22 03:30:00  PM,19.853,,,,,
488,07/05/22 03:45:00  PM,16.903,,,,,
489,07/05/22 04:00:00  PM,15.378,,,,,
490,07/05/22 04:15:00  PM,15.187,,,,,
491,07/05/22 04:30:00  PM,14.325,,,,,
492,07/05/22 04:45:00  PM,16.999,,,,,
493,07/05/22 05:00:00  PM,15.473,,,,,
494,07/05/22 05:15:00  PM,14.517,,,,,
495,07/05/22 05:30:00  PM,12.787,,,,,
496,07/05/22 05:45:00  PM,13.461,,,,,
497,07/05/22 06:00:00  PM,12.690,,,,,
498,07/05/22 06:15:00  PM,13.173,,,,,
499,07/05/22 06:30:00  PM,12.497,,,,,
500,07/05/22 06:45:00  PM,11.139,,,,,
501,07/05/22 07:00:00  PM,10.357,,,,,
502,07/05/22 07:15:00  PM,9.866,,,,,
503,07/05/22 07:30:00  PM,8.581,,,,,
504,07/05/22 07:45:00  PM,7.582,,,,,
505,07/05/22 08:00:00  PM,7.782,,,,,
506,07/05/22 08:15:00  PM,7.983,,,,,
507,07/05/22 08:30:00  PM,7.582,,,,,
508,07/05/22 08:45:00  PM,7.079,,,,,
509,07/05/22 09:00:00  PM,6.775,,,,,
510,07/05/22 09:15:00  PM,6.877,,,,,
511,07/05/22 09:30:00  PM,6.573,,,,,
512,07/05/22 09:45:00  PM,6.978,,,,,
513,07/05/22 10:00:00  PM,5.962,,,,,
