"Plot Title: MEAD_3C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10337439, SEN S/N: 10337439)","Good Battery (LGR S/N: 10337439)","Host Connected (LGR S/N: 10337439)","Coupler Attached (LGR S/N: 10337439)","Stopped (LGR S/N: 10337439)","End Of File (LGR S/N: 10337439)"
362,07/04/22 08:15:00  AM,8.082,,,,,
363,07/04/22 08:30:00  AM,8.879,,,,,
364,07/04/22 08:45:00  AM,9.571,,,,,
365,07/04/22 09:00:00  AM,9.669,,,,,
366,07/04/22 09:15:00  AM,11.722,,,,,
367,07/04/22 09:30:00  AM,10.063,,,,,
368,07/04/22 09:45:00  AM,10.161,,,,,
369,07/04/22 10:00:00  AM,9.472,,,,,
370,07/04/22 10:15:00  AM,11.236,,,,,
371,07/04/22 10:30:00  AM,12.013,,,,,
372,07/04/22 10:45:00  AM,11.334,,,,,
373,07/04/22 11:00:00  AM,11.139,,,,,
374,07/04/22 11:15:00  AM,11.625,,,,,
375,07/04/22 11:30:00  AM,11.139,,,,,
376,07/04/22 11:45:00  AM,11.916,,,,,
377,07/04/22 12:00:00  PM,11.528,,,,,
378,07/04/22 12:15:00  PM,11.722,,,,,
379,07/04/22 12:30:00  PM,12.304,,,,,
380,07/04/22 12:45:00  PM,12.207,,,,,
381,07/04/22 01:00:00  PM,11.625,,,,,
382,07/04/22 01:15:00  PM,11.916,,,,,
383,07/04/22 01:30:00  PM,12.013,,,,,
384,07/04/22 01:45:00  PM,12.110,,,,,
385,07/04/22 02:00:00  PM,12.207,,,,,
386,07/04/22 02:15:00  PM,11.625,,,,,
387,07/04/22 02:30:00  PM,11.334,,,,,
388,07/04/22 02:45:00  PM,11.334,,,,,
389,07/04/22 03:00:00  PM,11.528,,,,,
390,07/04/22 03:15:00  PM,10.944,,,,,
391,07/04/22 03:30:00  PM,11.334,,,,,
392,07/04/22 03:45:00  PM,11.334,,,,,
393,07/04/22 04:00:00  PM,10.357,,,,,
394,07/04/22 04:15:00  PM,9.866,,,,,
395,07/04/22 04:30:00  PM,10.651,,,,,
396,07/04/22 04:45:00  PM,10.357,,,,,
397,07/04/22 05:00:00  PM,9.866,,,,,
398,07/04/22 05:15:00  PM,10.553,,,,,
399,07/04/22 05:30:00  PM,9.275,,,,,
400,07/04/22 05:45:00  PM,9.373,,,,,
401,07/04/22 06:00:00  PM,9.472,,,,,
402,07/04/22 06:15:00  PM,9.866,,,,,
403,07/04/22 06:30:00  PM,9.373,,,,,
404,07/04/22 06:45:00  PM,8.978,,,,,
405,07/04/22 07:00:00  PM,8.978,,,,,
406,07/04/22 07:15:00  PM,8.680,,,,,
407,07/04/22 07:30:00  PM,7.782,,,,,
408,07/04/22 07:45:00  PM,6.674,,,,,
409,07/04/22 08:00:00  PM,4.831,,,,,
410,07/04/22 08:15:00  PM,3.998,,,,,
411,07/04/22 08:30:00  PM,6.064,,,,,
412,07/04/22 08:45:00  PM,8.382,,,,,
413,07/04/22 09:00:00  PM,6.674,,,,,
414,07/04/22 09:15:00  PM,4.831,,,,,
415,07/04/22 09:30:00  PM,5.244,,,,,
416,07/04/22 09:45:00  PM,5.244,,,,,
417,07/04/22 10:00:00  PM,6.166,,,,,
418,07/04/22 10:15:00  PM,5.655,,,,,
419,07/04/22 10:30:00  PM,4.415,,,,,
420,07/04/22 10:45:00  PM,5.141,,,,,
421,07/04/22 11:00:00  PM,5.450,,,,,
422,07/04/22 11:15:00  PM,6.775,,,,,
423,07/04/22 11:30:00  PM,6.370,,,,,
424,07/04/22 11:45:00  PM,6.268,,,,,
425,07/05/22 12:00:00  AM,5.860,,,,,
426,07/05/22 12:15:00  AM,5.757,,,,,
427,07/05/22 12:30:00  AM,6.573,,,,,
428,07/05/22 12:45:00  AM,6.877,,,,,
429,07/05/22 01:00:00  AM,5.860,,,,,
430,07/05/22 01:15:00  AM,5.141,,,,,
431,07/05/22 01:30:00  AM,5.450,,,,,
432,07/05/22 01:45:00  AM,6.471,,,,,
433,07/05/22 02:00:00  AM,7.481,,,,,
434,07/05/22 02:15:00  AM,7.983,,,,,
435,07/05/22 02:30:00  AM,7.582,,,,,
436,07/05/22 02:45:00  AM,8.382,,,,,
437,07/05/22 03:00:00  AM,9.275,,,,,
438,07/05/22 03:15:00  AM,9.768,,,,,
439,07/05/22 03:30:00  AM,9.571,,,,,
440,07/05/22 03:45:00  AM,10.455,,,,,
441,07/05/22 04:00:00  AM,10.259,,,,,
442,07/05/22 04:15:00  AM,9.866,,,,,
443,07/05/22 04:30:00  AM,6.370,,,,,
444,07/05/22 04:45:00  AM,7.381,,,,,
445,07/05/22 05:00:00  AM,7.782,,,,,
446,07/05/22 05:15:00  AM,10.553,,,,,
447,07/05/22 05:30:00  AM,11.041,,,,,
448,07/05/22 05:45:00  AM,10.651,,,,,
449,07/05/22 06:00:00  AM,12.207,,,,,
450,07/05/22 06:15:00  AM,12.304,,,,,
451,07/05/22 06:30:00  AM,12.690,,,,,
452,07/05/22 06:45:00  AM,13.750,,,,,
453,07/05/22 07:00:00  AM,12.883,,,,,
454,07/05/22 07:15:00  AM,11.916,,,,,
455,07/05/22 07:30:00  AM,12.787,,,,,
456,07/05/22 07:45:00  AM,14.613,,,,,
457,07/05/22 08:00:00  AM,15.855,,,,,
458,07/05/22 08:15:00  AM,14.134,,,,,
459,07/05/22 08:30:00  AM,14.038,,,,,
460,07/05/22 08:45:00  AM,13.269,,,,,
461,07/05/22 09:00:00  AM,14.134,,,,,
462,07/05/22 09:15:00  AM,14.996,,,,,
463,07/05/22 09:30:00  AM,15.282,,,,,
464,07/05/22 09:45:00  AM,15.664,,,,,
465,07/05/22 10:00:00  AM,16.332,,,,,
466,07/05/22 10:15:00  AM,14.709,,,,,
467,07/05/22 10:30:00  AM,13.750,,,,,
