"Plot Title: IRGA_LightMeasure"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20553056, SEN S/N: 20553056)","Intensity, Lux (LGR S/N: 20553056, SEN S/N: 20553056)","Coupler Attached (LGR S/N: 20553056)","Host Connected (LGR S/N: 20553056)","Stopped (LGR S/N: 20553056)","End Of File (LGR S/N: 20553056)"
374,07/15/22 05:36:30  PM,29.352,32.3,,,,
375,07/15/22 05:37:00  PM,29.352,32.3,,,,
376,07/15/22 05:37:30  PM,29.352,32.3,,,,
377,07/15/22 05:38:00  PM,29.252,32.3,,,,
378,07/15/22 05:38:30  PM,29.252,32.3,,,,
379,07/15/22 05:39:00  PM,29.252,32.3,,,,
380,07/15/22 05:39:30  PM,29.152,53.8,,,,
381,07/15/22 05:40:00  PM,29.152,53.8,,,,
382,07/15/22 05:40:30  PM,29.152,64.6,,,,
383,07/15/22 05:41:00  PM,29.152,64.6,,,,
384,07/15/22 05:41:30  PM,29.152,64.6,,,,
385,07/15/22 05:42:00  PM,29.152,64.6,,,,
386,07/15/22 05:42:30  PM,29.152,53.8,,,,
387,07/15/22 05:43:00  PM,29.152,118.4,,,,
388,07/15/22 05:43:30  PM,29.152,129.2,,,,
389,07/15/22 05:44:00  PM,29.152,96.9,,,,
390,07/15/22 05:44:30  PM,29.252,1184.0,,,,
391,07/15/22 05:45:00  PM,29.252,312.2,,,,
392,07/15/22 05:45:30  PM,29.352,43.1,,,,
393,07/15/22 05:46:00  PM,29.352,172.2,,,,
394,07/15/22 05:46:30  PM,29.452,43.1,,,,
395,07/15/22 05:47:00  PM,29.452,32.3,,,,
396,07/15/22 05:47:30  PM,29.352,43.1,,,,
397,07/15/22 05:48:00  PM,29.352,43.1,,,,
398,07/15/22 05:48:30  PM,29.352,107.6,,,,
399,07/15/22 05:49:00  PM,29.352,32.3,,,,
400,07/15/22 05:49:30  PM,29.352,43.1,,,,
401,07/15/22 05:50:00  PM,29.252,43.1,,,,
402,07/15/22 05:50:30  PM,29.252,32.3,,,,
403,07/15/22 05:51:00  PM,29.252,32.3,,,,
404,07/15/22 05:51:30  PM,29.252,21.5,,,,
405,07/15/22 05:52:00  PM,29.252,21.5,,,,
406,07/15/22 05:52:30  PM,29.152,43.1,,,,
407,07/15/22 05:53:00  PM,29.152,32.3,,,,
408,07/15/22 05:53:30  PM,29.152,32.3,,,,
409,07/15/22 05:54:00  PM,29.152,32.3,,,,
410,07/15/22 05:54:30  PM,29.152,21.5,,,,
411,07/15/22 05:55:00  PM,29.152,32.3,,,,
412,07/15/22 05:55:30  PM,29.152,43.1,,,,
413,07/15/22 05:56:00  PM,29.152,43.1,,,,
414,07/15/22 05:56:30  PM,29.152,43.1,,,,
415,07/15/22 05:57:00  PM,29.152,53.8,,,,
416,07/15/22 05:57:30  PM,29.152,43.1,,,,
417,07/15/22 05:58:00  PM,29.053,0.0,,,,
418,07/15/22 05:58:30  PM,29.053,0.0,,,,
419,07/15/22 05:59:00  PM,29.053,10.8,,,,
420,07/15/22 05:59:30  PM,29.053,10.8,,,,
421,07/15/22 06:00:00  PM,29.053,10.8,,,,
422,07/15/22 06:00:30  PM,29.053,10.8,,,,
423,07/15/22 06:01:00  PM,29.053,10.8,,,,
424,07/15/22 06:01:30  PM,29.053,0.0,,,,
425,07/15/22 06:02:00  PM,29.053,10.8,,,,
426,07/15/22 06:02:30  PM,29.053,10.8,,,,
427,07/15/22 06:03:00  PM,29.053,10.8,,,,
428,07/15/22 06:03:30  PM,29.053,10.8,,,,
429,07/15/22 06:04:00  PM,28.953,10.8,,,,
